stall_ms,period_ms,verdict,tx_events,max_gap_ms,median_gap_ms,p90_gap_ms,capture,transcript,sniffer_tx,sniffer_rx,verdict_v2,monotone_prefix_max_ms,it_count,poll_count
9,150,FAIL_CYCLING,18,12716,2705,6207,s9_p150_yield.log,packets.s9_p150_yield.Host.raw,packets.s9_p150_yield.TX.raw,packets.s9_p150_yield.RX.raw,FAIL_CYCLING,2272,3,18
